resolutionDurationHours,processing_steps,issue_comments_count,isComplex,timePerStepHours,wfe_reopened,issue_type,resolutionSpeedCategory,sla_violated,cluster
644.8316666666667,8,1,0,80.60395833333334,0,story,medium,0,0
12696.385555555556,6,0,0,2116.064259259259,0,epic,slow,1,0
2.41,2,0,0,1.205,0,ticket,fast,0,0
1.8422222222222224,2,0,0,0.9211111111111112,0,ticket,fast,0,0
18.264444444444443,2,1,0,9.132222222222222,0,ticket,fast,0,0
44.03805555555556,2,0,0,22.01902777777778,0,ticket,fast,0,0
24.448611111111116,3,1,1,57.13037037037037,0,ticket,fast,0,2
476.4916666666667,4,2,1,119.12291666666668,0,ticket,medium,0,2
2882.4772222222223,5,2,0,576.4954444444445,0,ticket,medium,0,0
3075.960833333333,2,0,0,1537.9804166666668,0,story,medium,0,0
861.1875,4,5,0,215.296875,0,ticket,medium,0,0
531.6302777777778,2,1,0,265.8151388888889,0,ticket,medium,0,0
22.59638888888889,2,3,0,11.298194444444444,0,story,fast,0,0
499.31111111111113,4,2,0,124.82777777777778,0,ticket,medium,0,0
1169.6438888888888,7,1,0,167.09198412698413,0,ticket,medium,0,0
1.1125,1,2,0,1.1125,0,vacation,fast,0,0
892.1016666666667,4,1,0,223.02541666666667,0,ticket,medium,0,0
748.2325,3,1,0,249.41092592592597,0,ticket,medium,0,0
122.6463888888889,2,2,0,61.32319444444445,0,story,fast,0,0
0.1072222222222222,1,1,0,0.1072222222222222,0,ticket,fast,0,0
115.36166666666666,2,1,0,57.68083333333333,0,story,fast,0,0
72.56416666666667,4,0,0,18.141041666666663,0,story,fast,0,0
744.9669444444445,3,1,0,248.32231481481483,0,ticket,medium,0,0
146.19222222222223,2,2,0,73.09611111111111,0,ticket,fast,0,0
0.7411111111111112,2,1,0,0.3705555555555556,0,ticket,fast,0,0
41.89694444444444,1,0,0,41.89694444444444,0,sprint summary,fast,0,0
552.6519444444444,6,1,0,92.1086574074074,0,sprint summary,medium,0,0
78.03583333333333,2,2,0,39.017916666666665,0,story,fast,0,0
1388.064722222222,8,2,0,173.50809027777777,0,story,medium,0,0
0.1063888888888889,1,0,0,0.1063888888888889,0,sprint summary,fast,0,0
77.82972222222222,4,1,0,19.457430555555558,0,ticket,fast,0,0
264.4552777777778,2,1,0,132.2276388888889,0,ticket,medium,0,0
111.11777777777776,2,1,0,55.55888888888889,0,story,fast,0,0
312.75138888888887,2,1,0,156.37569444444443,0,ticket,medium,0,0
2.973055555555556,2,0,0,1.4865277777777777,0,story,fast,0,0
0.0161111111111111,2,0,0,0.0080555555555555,0,story,fast,0,0
4100.149722222222,8,12,0,512.5187152777778,0,story,medium,0,0
191.97833333333327,2,2,0,95.98916666666666,0,story,fast,0,0
568.0363888888888,2,4,0,284.0181944444444,0,story,medium,0,0
1215.398888888889,1,0,0,1215.398888888889,0,story,medium,0,0
192.8136111111111,5,3,1,38.56272222222222,0,story,fast,0,2
44.54361111111111,2,1,0,22.27180555555556,0,ticket,fast,0,0
69.2911111111111,2,1,0,34.64555555555555,0,ticket,fast,0,0
114.26944444444445,2,2,0,57.13472222222222,0,ticket,fast,0,0
70.96194444444444,2,3,0,35.48097222222222,0,ticket,fast,0,0
3.83,2,0,0,1.915,0,ticket,fast,0,0
965.1036111111111,4,16,0,241.2759027777778,0,ticket,medium,0,0
144.3311111111111,4,1,0,36.08277777777778,0,story,fast,0,0
24.419166666666666,2,2,0,12.209583333333333,0,vacation,fast,0,0
44.91722222222222,2,0,0,22.45861111111111,0,ticket,fast,0,0
264.7663888888889,2,2,0,132.38319444444446,0,story,medium,0,0
0.0069444444444444,1,0,0,0.0069444444444444,0,story,fast,0,0
52.56805555555555,2,4,0,26.284027777777776,0,ticket,fast,0,0
22.383333333333333,2,1,0,11.191666666666666,0,vacation,fast,0,0
48.39111111111111,2,1,0,24.195555555555558,0,story,fast,0,0
0.0055555555555555,2,0,0,0.0027777777777777,0,story,fast,0,0
0.0297222222222222,2,1,0,0.0148611111111111,0,story,fast,0,0
0.0063888888888888,2,0,0,0.0029166666666666,0,story,fast,0,0
358.555,1,1,0,358.555,0,retrospective,medium,0,0
136.8733333333333,1,0,0,136.8733333333333,0,story,fast,0,0
499.41083333333336,2,4,0,249.70541666666668,0,story,medium,0,0
213.7158333333333,2,1,0,106.85791666666668,0,ticket,fast,0,0
991.3438888888888,6,5,0,165.2239814814815,0,bug,medium,0,0
38.54611111111111,2,0,0,19.273055555555555,0,ticket,fast,0,0
0.0188888888888888,2,1,0,0.0094444444444444,0,story,fast,0,0
0.0066666666666666,1,0,0,0.0066666666666666,0,story,fast,0,0
4.071666666666666,2,0,0,2.035833333333333,0,story,fast,0,0
159.15694444444443,2,4,0,79.57847222222222,0,ticket,fast,0,0
0.1172222222222222,1,0,0,0.1172222222222222,0,sprint summary,fast,0,0
12.671944444444444,2,1,0,6.330416666666666,0,story,fast,0,0
54753.80904805556,1,8,0,54753.809048333336,0,ticket,slow,1,1
138.06333333333333,1,0,0,138.06333333333333,0,epic,fast,0,0
8.207222222222223,2,1,0,4.103611111111111,0,vacation,fast,0,0
1175.4725,2,0,0,587.73625,0,ticket,medium,0,0
294.7855555555556,2,0,0,147.39277777777778,0,ticket,medium,0,0
1345.381388888889,7,7,0,192.19734126984125,0,story,medium,0,0
6021.997777777778,1,1,0,6021.997777777778,0,story,medium,0,0
17966.364166666666,1,1,0,17966.364166666666,0,epic,slow,1,0
2466.025,1,0,0,2466.025,0,story,medium,0,0
211.88777777777776,2,0,0,105.94388888888888,0,retrospective,fast,0,0
745.8780555555555,6,0,0,124.31300925925926,0,ticket,medium,0,0
0.2425,1,0,0,0.2425,0,ticket,fast,0,0
414.2438888888889,2,0,0,207.12194444444444,0,ticket,medium,0,0
5.883333333333334,3,2,0,1.961111111111111,0,ticket,fast,0,0
20.88388888888889,3,0,0,6.961296296296297,0,ticket,fast,0,0
140.0127777777778,2,2,0,70.00638888888889,0,ticket,fast,0,0
507.65777777777777,2,2,0,253.82888888888888,0,ticket,medium,0,0
0.3080555555555556,1,0,0,0.3080555555555556,0,retrospective,fast,0,0
75.09916666666666,1,2,0,75.09944444444444,0,vacation,fast,0,0
3668.743333333333,2,3,0,1834.371666666667,0,story,medium,0,0
656.9738888888888,4,2,0,164.2434722222222,0,ticket,medium,0,0
23.934166666666663,2,1,0,11.967083333333331,0,ticket,fast,0,0
0.0347222222222222,3,1,1,0.0134259259259259,0,sprint summary,fast,0,2
15617.068333333333,1,3,0,15617.068333333333,0,story,slow,1,0
15641.934722222222,2,0,1,7820.967361111111,0,story,slow,1,2
15428.603055555555,1,0,0,15428.603055555555,0,epic,slow,1,0
357.7755555555556,2,1,0,178.8877777777778,0,story,medium,0,0
169.60472222222222,3,0,0,56.5349074074074,0,story,fast,0,0
388.06666666666666,1,0,0,388.06666666666666,0,retrospective,medium,0,0
281.4322222222222,2,0,0,140.7161111111111,0,story,medium,0,0
1127.3069444444443,2,0,0,563.6534722222223,0,ticket,medium,0,0
281.1738888888889,2,0,0,140.58694444444444,0,story,medium,0,0
0.0375,1,0,0,0.0375,0,ticket,fast,0,0
576.2325,1,0,0,576.2325,0,story,medium,0,0
2711.250121388889,2,8,0,1355.62506125,0,story,medium,0,0
686.1191666666666,2,0,0,343.0595833333333,0,story,medium,0,0
144.14805555555554,1,0,0,144.14805555555554,0,sub-task,fast,0,0
838.5369444444444,4,1,0,209.6342361111111,0,ticket,medium,0,0
89.5,2,0,0,44.75,0,ticket,fast,0,0
360.85583333333335,1,0,0,360.85583333333335,0,retrospective,medium,0,0
17130.461944444443,1,0,0,17130.461944444443,0,epic,slow,1,0
0.0066666666666666,1,0,0,0.0066666666666666,0,story,fast,0,0
0.0369444444444444,1,0,0,0.0369444444444444,0,story,fast,0,0
9689.906666666666,1,1,0,9689.906666666666,0,story,medium,0,0
6897.766388888889,2,0,0,3448.8831944444446,0,story,medium,0,0
2202.298888888889,3,2,1,734.0996296296296,0,story,medium,0,2
68.94694444444444,1,1,0,68.94694444444444,0,vacation,fast,0,0
0.0105555555555555,1,0,0,0.0105555555555555,0,ticket,fast,0,0
13.354722222222222,3,0,1,4.451574074074074,0,story,fast,0,2
1191.1516666666666,1,1,0,1191.1516666666666,0,retrospective,medium,0,0
0.0116666666666666,2,0,0,0.0058333333333333,0,ticket,fast,0,0
0.0091666666666666,1,0,0,0.0091666666666666,0,ticket,fast,0,0
4.090555555555556,2,0,0,2.0452777777777778,0,ticket,fast,0,0
0.085,1,0,0,0.085,0,story,fast,0,0
219.7747222222222,2,0,0,109.8873611111111,0,story,fast,0,0
219.80527777777775,2,0,0,109.90263888888887,0,story,fast,0,0
1198.316111111111,4,1,0,299.5790277777777,0,story,medium,0,0
219.72083333333333,2,0,0,109.86041666666668,0,story,fast,0,0
555.4033333333333,2,5,0,277.70166666666665,0,ticket,medium,0,0
219.7025,2,0,0,109.85125,0,story,fast,0,0
350.89722222222224,3,1,1,182.47685185185185,0,story,medium,0,2
175.32722222222222,2,0,0,87.66361111111111,0,bug,fast,0,0
175.35472222222222,2,0,0,87.67736111111111,0,bug,fast,0,0
175.31222222222223,2,0,0,87.65611111111112,0,bug,fast,0,0
30.33194444444445,2,0,0,15.165972222222225,0,ticket,fast,0,0
23.311666666666667,2,1,0,11.655833333333334,0,story,fast,0,0
26642.57888888889,1,6,0,26642.57888888889,0,subtask,slow,1,0
4217.667987222222,1,0,0,4217.667988055556,0,epic,medium,0,0
304.7402777777778,2,1,0,152.3701388888889,0,story,medium,0,0
1513.3291666666669,3,0,0,504.44305555555553,0,story,medium,0,0
253.64694444444444,2,0,0,126.82347222222222,0,story,medium,0,0
601.6775,2,1,0,300.83875,0,story,medium,0,0
46.590833333333336,2,1,0,23.295416666666668,0,ticket,fast,0,0
402.68888888888887,1,0,0,402.68888888888887,0,story,medium,0,0
12240.561666666666,1,15,0,12240.561666666666,0,subtask,slow,1,0
12406.51972222222,1,7,0,12406.51972222222,0,subtask,slow,1,0
33127.474575277774,1,4,0,33127.47457555556,0,ticket,slow,1,1
0.1386111111111111,2,1,0,0.0693055555555555,0,ticket,fast,0,0
78848.65482638888,1,5,0,78848.65482694443,0,ticket,slow,1,1
82711.10661805555,1,3,0,82711.10661805555,0,ticket,slow,1,1
11953.166388888889,1,7,0,11953.166666666666,0,subtask,slow,1,0
12239.509722222225,1,0,0,12239.509722222225,0,subtask,slow,1,0
239.10777777777776,4,2,0,59.776944444444446,0,ticket,medium,0,0
33249.67891527778,1,6,0,33249.67891555555,0,ticket,slow,1,1
42600.3323525,1,4,0,42600.33235305555,0,ticket,slow,1,1
83092.56732333334,1,0,0,83092.56732388888,0,ticket,slow,1,1
33125.58086555555,1,4,0,33125.58086583333,0,ticket,slow,1,1
21.89016833333333,4,7,0,5.472542569444444,0,ticket,fast,0,0
168.45888888888888,2,0,0,84.22944444444444,0,story,fast,0,0
117.36355611111112,4,3,0,29.340889930555555,0,ticket,fast,0,0
71888.64139333334,1,4,0,71888.64139388889,0,ticket,slow,1,1
60027.63711527778,1,14,0,60027.63711555555,0,ticket,slow,1,1
54591.76796333334,1,12,0,54591.76796361111,0,ticket,slow,1,1
76805.2092538889,1,0,0,76805.20925416666,0,ticket,slow,1,1
66222.29931222223,1,5,0,66222.2993125,0,ticket,slow,1,1
57682.28676611112,1,5,0,57682.28676638889,0,ticket,slow,1,1
16413.543611111112,1,2,0,16413.543611111112,0,subtask,slow,1,0
40324.75701166667,1,3,0,40324.75701194444,0,ticket,slow,1,1
10155.556749444444,1,1,0,10155.556750555555,0,story,medium,0,0
1420.314635833333,13,36,0,109.25497794871796,0,ticket,medium,0,2
40137.66369722223,1,9,0,40137.6636975,0,ticket,slow,1,1
34496.827110833336,1,5,0,34496.827110833336,0,ticket,slow,1,1
38284.64301666667,1,11,0,38284.64301666667,0,ticket,slow,1,1
34786.303333055555,1,4,0,34786.30333333334,0,ticket,slow,1,1
34496.21644805556,1,4,0,34496.21644833333,0,ticket,slow,1,1
40708.727653055554,1,1,0,40708.72765361111,0,ticket,slow,1,1
32789.06293194445,1,3,0,32789.06293222222,0,ticket,slow,1,1
69555.81437166667,1,3,0,69555.81437194445,0,ticket,slow,1,1
40325.666820833336,1,0,0,40325.66682111111,0,subtask,slow,1,1
40184.75691305556,1,0,0,40184.75691333334,0,subtask,slow,1,1
38409.40420444444,1,4,0,38409.40420472222,0,ticket,slow,1,1
16326.65360361111,1,0,0,16326.653603888888,0,epic,slow,1,0
62722.81864388889,1,2,0,62722.81864416666,0,ticket,slow,1,1
72.14083333333333,2,0,0,36.07041666666667,0,story,fast,0,0
16719.543055555554,1,2,0,16719.543055555554,0,story,slow,1,0
245.70527777777775,1,0,0,245.70527777777775,0,story,medium,0,0
437.855,2,1,0,218.9275,0,ticket,medium,0,0
15719.90888888889,4,3,0,3929.9772222222223,0,story,slow,1,0
15719.966388888888,1,0,0,15719.966388888888,0,epic,slow,1,0
864.1655555555556,1,7,0,864.1655555555556,0,story,medium,0,0
149.54694444444445,1,1,0,149.54694444444445,0,story,fast,0,0
15377.445833333331,1,1,0,15377.445833333331,0,bug,slow,1,0
64.03138888888888,3,0,0,21.343796296296297,0,ticket,fast,0,0
4802.110833333333,2,0,0,2401.0554166666666,0,story,medium,0,0
4784.113888888889,2,1,0,2392.0569444444445,0,ticket,medium,0,0
130.0247222222222,2,0,0,65.0123611111111,0,story,fast,0,0
8526.557777777778,5,2,1,1705.3115555555555,0,story,medium,0,2
0.5563888888888889,1,0,0,0.5563888888888889,0,story,fast,0,0
999.5455555555556,2,0,0,499.7727777777778,0,ticket,medium,0,0
713.8580555555556,1,1,0,713.8580555555556,0,retrospective,medium,0,0
0.8397222222222223,1,0,0,0.8397222222222223,0,story,fast,0,0
0.8286111111111111,1,0,0,0.8286111111111111,0,story,fast,0,0
0.8097222222222222,1,0,0,0.8097222222222222,0,story,fast,0,0
897.2344444444444,3,0,0,299.0781481481481,0,ticket,medium,0,0
656.2866666666666,1,0,0,656.2866666666666,0,vacation,medium,0,0
1372.888611111111,2,0,0,686.4443055555555,0,ticket,medium,0,0
0.0094444444444444,1,0,0,0.0094444444444444,0,ticket,fast,0,0
0.0188888888888888,1,0,0,0.0188888888888888,0,ticket,fast,0,0
565.4172222222222,2,0,0,282.7086111111111,0,ticket,medium,0,0
0.0063888888888888,1,0,0,0.0063888888888888,0,story,fast,0,0
44.102222222222224,2,0,0,22.051111111111112,0,story,fast,0,0
678.9922222222223,2,0,0,339.49611111111113,0,ticket,medium,0,0
7538.986111111111,1,0,0,7538.986111111111,0,sprint summary,medium,0,0
529.925,2,0,0,264.9625,0,story,medium,0,0
0.1183333333333333,1,0,0,0.1183333333333333,0,story,fast,0,0
170.83277777777778,2,0,0,85.41638888888889,0,story,fast,0,0
1679.2602777777777,2,0,0,839.6301388888888,0,story,medium,0,0
741.1319444444445,2,0,0,370.56597222222223,0,ticket,medium,0,0
775.0247222222222,4,3,0,193.75618055555557,0,ticket,medium,0,0
71382.6133811111,1,1,0,71382.6133811111,0,ticket,slow,1,1
292.6877777777778,7,6,1,41.812539682539686,1,ticket,medium,0,4
10095.620277777778,1,10,0,10095.620277777778,0,subtask,medium,0,0
32408.8582075,1,0,0,32408.858207777776,0,subtask,slow,1,1
36273.96937555556,1,2,0,36273.96937583334,0,ticket,slow,1,1
41.41916666666667,2,0,0,20.70958333333333,0,ticket,fast,0,0
1202.529451388889,7,35,0,171.78992293650796,0,service,medium,0,0
117.40166666666669,2,1,0,58.700833333333335,0,ticket,fast,0,0
338.1933333333333,1,3,0,338.1933333333333,0,retrospective,medium,0,0
0.0130555555555555,1,0,0,0.0130555555555555,0,ticket,fast,0,0
0.1094444444444444,2,0,0,0.0545833333333333,0,story,fast,0,0
0.0302777777777777,2,0,0,0.0151388888888888,0,story,fast,0,0
641.565,2,0,0,320.7825,0,story,medium,0,0
0.0358333333333333,2,0,0,0.0179166666666666,0,story,fast,0,0
641.5591666666667,2,0,0,320.77958333333333,0,story,medium,0,0
216.28277777777777,1,2,0,216.28277777777777,0,retrospective,fast,0,0
0.1819444444444444,1,3,0,0.1819444444444444,0,vacation,fast,0,0
171.55583333333334,1,4,0,171.55583333333334,0,retrospective,fast,0,0
386.8905555555556,2,1,0,193.4452777777778,0,ticket,medium,0,0
1538.6566666666668,5,1,0,307.73133333333334,0,story,medium,0,0
4.566944444444444,2,0,0,2.283472222222222,0,story,fast,0,0
32408.95996555556,1,14,0,32408.95996583333,0,ticket,slow,1,1
57554.500827777774,1,9,0,57554.50082833333,0,ticket,slow,1,1
32286.00273472222,1,1,0,32286.002735,0,ticket,slow,1,1
44.62828305555555,1,2,0,44.628283333333336,0,vacation,fast,0,0
432.4982688888888,4,14,0,108.12456805555556,0,service,medium,0,0
43.07833333333333,1,1,0,43.07833333333333,0,ticket,fast,0,0
0.0047222222222222,1,0,0,0.0047222222222222,0,story,fast,0,0
141.58805555555554,2,0,0,70.79402777777777,0,ticket,fast,0,0
0.0836111111111111,3,0,0,0.0278703703703703,0,story,fast,0,0
304.32166666666666,2,6,0,152.16083333333333,0,story,medium,0,0
6470.775,2,1,1,3235.3875,0,story,medium,0,2
211.015,2,0,0,105.5075,0,story,fast,0,0
262.5275,1,4,0,262.5275,0,retrospective,medium,0,0
0.525,2,0,0,0.2625,0,story,fast,0,0
0.3538888888888888,2,0,0,0.1769444444444444,0,sprint summary,fast,0,0
502.55555555555554,2,3,0,251.27777777777777,0,story,medium,0,0
6568.296111111111,2,3,0,3284.1480555555554,0,story,medium,0,0
167.6797222222222,4,1,0,41.91993055555555,0,story,fast,0,0
2160.673333333333,3,1,0,720.2244444444444,0,story,medium,0,0
