issueid,id,comment_seq,utr_seq,author,created,is_private,actionbody,author_role,created_dt,messageClean,wordCount
1009691.0,1102730.0,3,1,4hhgi,2022-11-07 08:55:23+00:00,0.0,kindly be informed that your ticket has been assigned.,assignee,2022-11-07 08:55:23+00:00,kindly be informed that your ticket has been assigned,9
1009691.0,1102730.0,3,3,4hhgi,2022-11-07 08:55:23+00:00,0.0,ph_name team,assignee,2022-11-07 08:55:23+00:00,ph name team,3
1009691.0,1102732.0,4,1,4hhgi,2022-11-07 08:57:42+00:00,1.0,"as per the call with ph_user , kindly be informed that this ticket has been assigned to you.",others,2022-11-07 08:57:42+00:00,as per the call with ph user kindly be informed that this ticket has been assigned to you,18
1009691.0,1102733.0,5,1,4lls,2022-11-07 09:11:19+00:00,0.0,"this query was added to protect a scenario of duplicated messages with a very rare case,",assignee,2022-11-07 09:11:19+00:00,this query was added to protect a scenario of duplicated messages with a very rare case,16
1009691.0,1102733.0,5,2,4lls,2022-11-07 09:11:19+00:00,0.0,"however, its been removed and handled in a different way in ph_name release ( ph_version )",assignee,2022-11-07 09:11:19+00:00,however its been removed and handled in a different way in ph name release ph version,16
1009691.0,1102733.0,5,3,4lls,2022-11-07 09:11:19+00:00,0.0,our team will arrange with you for a uat and production deployment this week.,assignee,2022-11-07 09:11:19+00:00,our team will arrange with you for a uat and production deployment this week,14
1009691.0,1108783.0,6,0,4lls,2022-12-05 09:21:14+00:00,0.0,greetings kindly note that ph_name release (ph_version) is deployed over uat.,assignee,2022-12-05 09:21:14+00:00,greetings kindly note that ph name release ph version is deployed over uat,13
1009691.0,1108783.0,6,1,4lls,2022-12-05 09:21:14+00:00,0.0,"regards,  ph_user ",assignee,2022-12-05 09:21:14+00:00,regards ph user,3
1009691.0,1109754.0,7,1,4lls,2022-12-08 13:25:41+00:00,0.0,kindly note that ph_name release (ph_version) is deployed over production.,assignee,2022-12-08 13:25:41+00:00,kindly note that ph name release ph version is deployed over production,12
1009691.0,1109754.0,7,2,4lls,2022-12-08 13:25:41+00:00,0.0,please let us know if you have any questions or concerns.,assignee,2022-12-08 13:25:41+00:00,please let us know if you have any questions or concerns,11
1009691.0,1109754.0,7,3,4lls,2022-12-08 13:25:41+00:00,0.0,kindly consider closing the ticket in case no updates required.,assignee,2022-12-08 13:25:41+00:00,kindly consider closing the ticket in case no updates required,10
1009691.0,1109754.0,7,4,4lls,2022-12-08 13:25:41+00:00,0.0,"regards,  ph_user ",assignee,2022-12-08 13:25:41+00:00,regards ph user,3
1009691.0,1109756.0,8,1,t.yfz_xyhh,2022-12-08 13:28:45+00:00,0.0,we will keep monitoring for many days and in case there was no issue we will close it.,reporter,2022-12-08 13:28:45+00:00,we will keep monitoring for many days and in case there was no issue we will close it,18
1009691.0,1112314.0,9,1,4lls,2022-12-21 11:33:02+00:00,0.0,please let us know if you have any questions or concerns.,assignee,2022-12-21 11:33:02+00:00,please let us know if you have any questions or concerns,11
1009691.0,1112314.0,9,2,4lls,2022-12-21 11:33:02+00:00,0.0,kindly consider closing the ticket in case no updates required.,assignee,2022-12-21 11:33:02+00:00,kindly consider closing the ticket in case no updates required,10
1009691.0,1112314.0,9,3,4lls,2022-12-21 11:33:02+00:00,0.0,"regards,  ph_user ",assignee,2022-12-21 11:33:02+00:00,regards ph user,3
1009691.0,1113186.0,10,1,4lls,2022-12-27 14:34:49+00:00,0.0,please let us know if you have any questions or concerns.,assignee,2022-12-27 14:34:49+00:00,please let us know if you have any questions or concerns,11
1009691.0,1113186.0,10,2,4lls,2022-12-27 14:34:49+00:00,0.0,kindly consider closing the ticket in case no updates required.,assignee,2022-12-27 14:34:49+00:00,kindly consider closing the ticket in case no updates required,10
1009691.0,1113186.0,10,3,4lls,2022-12-27 14:34:49+00:00,0.0,"regards,  ph_user ",assignee,2022-12-27 14:34:49+00:00,regards ph user,3
1009691.0,1114127.0,11,0,t.yfz_xyhh,2023-01-02 16:12:42+00:00,0.0,kindly proceed with case closure,reporter,2023-01-02 16:12:42+00:00,kindly proceed with case closure,5
1009738.0,211723236.0,0,0,adyx18aygo,2022-11-09 09:08:43+00:00,0.0,"the monthly regional amount limit defined on the ph_technical ph_technical, this limit is used to prevent ph_name customers to transfer money to ph_name customers with amount greater than ph_technical ph_technical",reporter,2022-11-09 09:08:43+00:00,the monthly regional amount limit defined on the ph technical ph technical this limit is used to prevent ph name customers to transfer money to ph name customers with amount greater than ph technical ph technical,36
1009738.0,211723236.0,0,1,adyx18aygo,2022-11-09 09:08:43+00:00,0.0,"this customer (ph_technical) from ph_name was able to do a p2p transaction with amount ph_technical ph_technical to ph_name customer (ph_technical), the transaction should be rejected with error exceeding the regional amount but it was accepted, below the transaction reference:",reporter,2022-11-09 09:08:43+00:00,this customer ph technical from ph name was able to do a p p transaction with amount ph technical ph technical to ph name customer ph technical the transaction should be rejected with error exceeding the regional amount but it was accepted below the transaction reference,46
1009738.0,1103319.0,1,0,z2w_x,2022-11-09 09:08:56+00:00,1.0,problem: the transaction with reference (ph_technical) is accepted while it exceeds the regional amount limit.,others,2022-11-09 09:08:56+00:00,problem the transaction with reference ph technical is accepted while it exceeds the regional amount limit,16
1009738.0,1103319.0,1,1,z2w_x,2022-11-09 09:08:56+00:00,1.0,investigation and simulation: investigation of the issue with our qc  ph_user  ph_technical and the developers.,others,2022-11-09 09:08:56+00:00,investigation and simulation investigation of the issue with our qc ph user ph technical and the developers,17
1009738.0,1103319.0,1,5,z2w_x,2022-11-09 09:08:56+00:00,1.0,we deployed a new release over prod.,others,2022-11-09 09:08:56+00:00,we deployed a new release over prod,7
1009738.0,1103319.0,1,6,z2w_x,2022-11-09 09:08:56+00:00,1.0,1- did we resolve the problem and its symptoms?,others,2022-11-09 09:08:56+00:00,did we resolve the problem and its symptoms,8
1009738.0,1103319.0,1,8,z2w_x,2022-11-09 09:08:56+00:00,1.0,2- did we understand and resolve the root cause of the problem?,others,2022-11-09 09:08:56+00:00,did we understand and resolve the root cause of the problem,11
1009738.0,1103319.0,1,10,z2w_x,2022-11-09 09:08:56+00:00,1.0,3- will this problem appear at this customer or another customer site?,others,2022-11-09 09:08:56+00:00,will this problem appear at this customer or another customer site,11
1009738.0,1103320.0,2,0,4ggo,2022-11-09 09:09:00+00:00,0.0,"to provide our best support the following policy for tickets waiting customer feedback, and tickets under monitoring will be applied - ph_name team will remind the customer every two working days, after the second reminder if no response, the ph_name team will escalate the ticket and inform the customer that the ticket will be closed by end of second week if no response received.",others,2022-11-09 09:09:00+00:00,to provide our best support the following policy for tickets waiting customer feedback and tickets under monitoring will be applied ph name team will remind the customer every two working days after the second reminder if no response the ph name team will escalate the ticket and inform the customer that the ticket will be closed by end of second week if no response received,65
1009738.0,1103322.0,4,1,4hghq,2022-11-09 09:10:09+00:00,0.0,kindly note that we will check this issue and update you soonest.,others,2022-11-09 09:10:09+00:00,kindly note that we will check this issue and update you soonest,12
1009738.0,1103404.0,5,1,4hghq,2022-11-09 12:24:51+00:00,0.0,kindly note that we still investigate the issue with our qc  ph_user  ph_technical and developers and we will update you asap.,assignee,2022-11-09 12:24:51+00:00,kindly note that we still investigate the issue with our qc ph user ph technical and developers and we will update you asap,23
1009738.0,1103644.0,6,1,4hghq,2022-11-10 11:11:52+00:00,0.0,"kindly note that we have passed this issue to our developer, we will update you once we have any.",assignee,2022-11-10 11:11:52+00:00,kindly note that we have passed this issue to our developer we will update you once we have any,19
1009738.0,1103668.0,7,1,4hghq,2022-11-10 11:37:25+00:00,0.0,kindly note that as per our qc  ph_user  ph_technical the issue has been fixed and will be included in the next release on uat.,assignee,2022-11-10 11:37:25+00:00,kindly note that as per our qc ph user ph technical the issue has been fixed and will be included in the next release on uat,26
1009738.0,1103685.0,8,1,adyx18aygo,2022-11-10 12:01:24+00:00,0.0,"after discussion with the  ph_user  manager, please deliver this fix as hotfix on the rehearsal environment to be tested from our side and then go live.",reporter,2022-11-10 12:01:24+00:00,after discussion with the ph user manager please deliver this fix as hotfix on the rehearsal environment to be tested from our side and then go live,27
1009738.0,1103694.0,9,1,4hghq,2022-11-10 12:16:56+00:00,0.0,kindly note that we will pass your request to our developers and update you asap.,assignee,2022-11-10 12:16:56+00:00,kindly note that we will pass your request to our developers and update you asap,15
1009738.0,1104419.0,10,1,4hghq,2022-11-14 23:27:58+00:00,0.0,kindly note that we have successfully deployed the new ph_technical version (ph_version) over production nodes that contains the fix for this issue.,assignee,2022-11-14 23:27:58+00:00,kindly note that we have successfully deployed the new ph technical version ph version over production nodes that contains the fix for this issue,24
1009738.0,1104419.0,10,2,4hghq,2022-11-14 23:27:58+00:00,0.0,please check and advise in order to close the ticket.,assignee,2022-11-14 23:27:58+00:00,please check and advise in order to close the ticket,10
1009738.0,1104526.0,11,1,4hghq,2022-11-15 07:32:53+00:00,0.0,kindly any updates.,assignee,2022-11-15 07:32:53+00:00,kindly any updates,3
1009738.0,1104811.0,12,0,adyx18aygo,2022-11-16 07:43:26+00:00,0.0,"thank you, you can close this ticket and will open a new ticket if the issue appears again.",reporter,2022-11-16 07:43:26+00:00,thank you you can close this ticket and will open a new ticket if the issue appears again,18
1009738.0,1104817.0,13,1,4hghq,2022-11-16 07:45:24+00:00,0.0,"kindly note that as per your last comment, we will consider this ticket closed.",assignee,2022-11-16 07:45:24+00:00,kindly note that as per your last comment we will consider this ticket closed,14
1009744.0,211723242.0,0,0,t.y2xcuyhp,2022-11-09 11:21:32+00:00,0.0,"kindly delete the below,",reporter,2022-11-09 11:21:32+00:00,kindly delete the below,4
1009744.0,1103359.0,1,2,z2w_x,2022-11-09 11:21:44+00:00,1.0,investigation and simulation:,others,2022-11-09 11:21:44+00:00,investigation and simulation,3
1009744.0,1103359.0,1,3,z2w_x,2022-11-09 11:21:44+00:00,1.0,check customer data,others,2022-11-09 11:21:44+00:00,check customer data,3
1009744.0,1103359.0,1,7,z2w_x,2022-11-09 11:21:44+00:00,1.0,change customer status to delete,others,2022-11-09 11:21:44+00:00,change customer status to delete,5
1009744.0,1103359.0,1,8,z2w_x,2022-11-09 11:21:44+00:00,1.0,1- did we resolve the problem and its symptoms?,others,2022-11-09 11:21:44+00:00,did we resolve the problem and its symptoms,8
1009744.0,1103359.0,1,9,z2w_x,2022-11-09 11:21:44+00:00,1.0,2- did we understand and resolve the root cause of the problem?,others,2022-11-09 11:21:44+00:00,did we understand and resolve the root cause of the problem,11
1009744.0,1103359.0,1,10,z2w_x,2022-11-09 11:21:44+00:00,1.0,3- will this problem appear at this customer or other customer site?,others,2022-11-09 11:21:44+00:00,will this problem appear at this customer or other customer site,11
1009744.0,1103360.0,2,0,4ggo,2022-11-09 11:21:48+00:00,0.0,"to provide our best support the following policy for tickets waiting customer feedback, and tickets under monitoring will be applied - ph_name team will remind the customer every two working days, after the second reminder if no response, the ph_name team will escalate the ticket and inform the customer that the ticket will be closed by end of second week if no response received.",others,2022-11-09 11:21:48+00:00,to provide our best support the following policy for tickets waiting customer feedback and tickets under monitoring will be applied ph name team will remind the customer every two working days after the second reminder if no response the ph name team will escalate the ticket and inform the customer that the ticket will be closed by end of second week if no response received,65
1009744.0,1103361.0,3,1,4pps,2022-11-09 11:22:55+00:00,0.0,kindly note that we will check this account and get back to you,assignee,2022-11-09 11:22:55+00:00,kindly note that we will check this account and get back to you,13
1009744.0,1103361.0,3,3,4pps,2022-11-09 11:22:55+00:00,0.0, ph_user   ph_user ,assignee,2022-11-09 11:22:55+00:00,ph user ph user,4
1009744.0,1103395.0,5,1,4pps,2022-11-09 12:13:14+00:00,0.0,kindly note that the customer mobile deleted now please check,assignee,2022-11-09 12:13:14+00:00,kindly note that the customer mobile deleted now please check,10
1009744.0,1103395.0,5,3,4pps,2022-11-09 12:13:14+00:00,0.0, ph_user   ph_user ,assignee,2022-11-09 12:13:14+00:00,ph user ph user,4
1009744.0,1103559.0,7,1,4pps,2022-11-10 08:08:06+00:00,0.0,please consider this ticket as closed,assignee,2022-11-10 08:08:06+00:00,please consider this ticket as closed,6
1009744.0,1103559.0,7,3,4pps,2022-11-10 08:08:06+00:00,0.0, ph_user   ph_user ,assignee,2022-11-10 08:08:06+00:00,ph user ph user,4
1009774.0,211723272.0,0,0,bzyb_0ygo,2022-11-10 09:25:31+00:00,0.0,ph_technical ph_technical amount format is different in three different areas.,reporter,2022-11-10 09:25:31+00:00,ph technical ph technical amount format is different in three different areas,12
1009774.0,1103621.0,1,1,z2w_x,2022-11-10 09:25:43+00:00,1.0,ph_item's amount is shown in one decimal in the ph_technical area below the ph_item image and in three decimals in the ph_items list.,others,2022-11-10 09:25:43+00:00,ph item s amount is shown in one decimal in the ph technical area below the ph item image and in three decimals in the ph items list,28
1009774.0,1103621.0,1,2,z2w_x,2022-11-10 09:25:43+00:00,1.0,investigation and simulation:,others,2022-11-10 09:25:43+00:00,investigation and simulation,3
1009774.0,1103621.0,1,3,z2w_x,2022-11-10 09:25:43+00:00,1.0,we failed to produce the case on uat.,others,2022-11-10 09:25:43+00:00,we failed to produce the case on uat,8
1009774.0,1103621.0,1,4,z2w_x,2022-11-10 09:25:43+00:00,1.0,none of the ph_items that were verified on production has this case.,others,2022-11-10 09:25:43+00:00,none of the ph items that were verified on production has this case,13
1009774.0,1103621.0,1,8,z2w_x,2022-11-10 09:25:43+00:00,1.0,no solution was provided as the case wasn't identified and occurred only once so far,others,2022-11-10 09:25:43+00:00,no solution was provided as the case wasn t identified and occurred only once so far,16
1009774.0,1103621.0,1,9,z2w_x,2022-11-10 09:25:43+00:00,1.0,1- did we resolve the problem and its symptoms?,others,2022-11-10 09:25:43+00:00,did we resolve the problem and its symptoms,8
1009774.0,1103621.0,1,11,z2w_x,2022-11-10 09:25:43+00:00,1.0,2- did we understand and resolve the root cause of the problem?,others,2022-11-10 09:25:43+00:00,did we understand and resolve the root cause of the problem,11
1009774.0,1103621.0,1,13,z2w_x,2022-11-10 09:25:43+00:00,1.0,3- will this problem appear at this customer or other customer site?,others,2022-11-10 09:25:43+00:00,will this problem appear at this customer or other customer site,11
1009774.0,1103622.0,2,0,4ggo,2022-11-10 09:25:47+00:00,0.0,"to provide our best support the following policy for tickets waiting customer feedback, and tickets under monitoring will be applied - ph_name team will remind the customer every two working days, after the second reminder if no response, the ph_name team will escalate the ticket and inform the customer that the ticket will be closed by end of second week if no response received.",others,2022-11-10 09:25:47+00:00,to provide our best support the following policy for tickets waiting customer feedback and tickets under monitoring will be applied ph name team will remind the customer every two working days after the second reminder if no response the ph name team will escalate the ticket and inform the customer that the ticket will be closed by end of second week if no response received,65
1009774.0,1103623.0,3,1,4oqq,2022-11-10 09:28:09+00:00,0.0,i will check this issue with dev.,assignee,2022-11-10 09:28:09+00:00,i will check this issue with dev,7
1009774.0,1103623.0,3,2,4oqq,2022-11-10 09:28:09+00:00,0.0,team and get back to you.,assignee,2022-11-10 09:28:09+00:00,team and get back to you,6
